Product ,,Price,Ratings,Reviews,,
French Toast Girls' Fleece Sweatpant ,,16.95,4.5,377,,
Limited Too Girls' Puffer Jacket ,,32.66,4.5,81,,
The Children's Place girls The Children's Place Baby Girls and Toddler Girls Long Sleeve Top and Knit Legging Sets ,,16.49,4.6,36,,
"Disney girls Encanto Mirabel, Isabela, Luisa Better Together T-shirt ",,17.99,0,0,,
Calvin Klein Girls' 2 Pieces Jogger Set ,,27,4.7,178,,
OshKosh B'Gosh Girls' Super Skinny Denim ,,13.99,4.7,522,,
L.O.L. Surprise! Girls' The Glitterati Crystal Queen Big Face Zip-up Hoodie ,,20.53,4.7,345,,
Like Nastya Girls' Pajama Set ,,14.49,4.8,21,,
French Toast Girls' Pull-On Pant ,,15.66,4.3,157,,
Pink Platinum Girls' Insulated Two-Piece Overall Set Snowsuit ,,39.37,4.8,20,,
Hanes Ultimate Girls' 5-Pack Cotton Stretch Hipster Panties ,,12.94,4.7,1069,,
"Kids Headquarters Girls' 2 Pieces Leggings Set, Baby Blue/Print, 4T ",,16.36,4.5,2,,
DKNY Girls' Two-Piece T-Shirt and Denim Shorts Set ,,11.05,4.5,240,,
Jefferies Socks Girls 2-6X Misty Ruffle Turn Cuff 3 Pair Pack Socks ,,20.99,4.8,662,,
Nautica Girls' School Uniform Stretch Interlock Jegging ,,36,4.5,2096,,
The Children's Place Girls' Uniform Skinny Chino Pants ,,13.94,4.4,533,,
Under Armour Girls' Bikini and Shorts Swim Set ,,23.58,4.6,137,,
"Juicy Couture Girls' 2 Pieces Leggings Set, Charcoal Heather/Polignac, 4T ",,17.61,4,6,,
Carter's Girls' 2-Piece Snug Fit Cotton and Fleece Pajamas ,,18.99,4.7,384,,
Mud Pie Girls Magnolia Dress ,,25.25,4.2,10,,
The Children's Place Girls' Stretch Denim Legging Jeans ,,14.98,4.3,21,,
Splendid Girls' Sweatpants Jogger Sets ,,44.31,0,0,,
Billabong Girls' Sunflower Dress (Little Big Kids) ,,47.94,0,0,,
Widgeon Girls' Faux Wool Double Breasted Flared Bottom Coat ,,88,0,0,,
LONDON FOG Girls' Reversible Soft & Sensible Jacket Coat ,,29.99,4.8,163,,
The Children's Place Toddler Girls Pull on Shorts ,,29.98,4.8,104,,
Disney Girls’ Little “Frozen” Fantasy Nightgown ,,19.45,4.8,443,,
"Arctix Kids Slalom Insulated Winter Jacket, Arrowhead Red Orange, 2T ",,38.77,5,2,,
"Arctix Kids Slalom Insulated Winter Jacket, Arrowhead Red Orange, 4T ",,53,3.9,9,,
The Children's Place Girls' Basic Skinny Jeans ,,11.99,4.5,18,,
Capezio Girls' Classic Princess Camisole Leotard ,,23.85,4.4,8,,
Hurley Girls' Long Sleeve Rash Guard and Hat 3-Piece Swimsuit Set ,,22,3.7,40,,
"DKNY Girls' 3-Pack Legging Set|Multipack, Athletic/Casual ",,17.25,4.5,201,,
The Children's Place girls The Children's Place Toddler Girls Print Skort 2-pack ,,0,4.4,20,,
Frozen Toddler Girls 2-Piece Pajama Set ,,15.98,5,10,,
Joules Girls' Raincoat ,,21.49,4.7,20,,
Calvin Klein girls 2 Pieces Short Set ,,13.83,5,11,,
French Toast Girls' Pull-On Short ,,10.99,4.7,364,,
Universal Toddler Girls' Trolls Potty Training Pants Multipack ,,10.83,4.8,1634,,
French Toast Girls' Pull-on Pant ,,16.91,4.1,90,,
Nike Kids Baby Girl's Sportswear Leg A See Leggings (Toddler) ,,0,4.9,71,,
Calvin Klein girls 2 Pieces Short Set ,,18.93,4.5,2,,
Maaji Girls' Ruffle Punch One Piece Set ,,53.45,5,7,,
Amazon Essentials Girls' Full-Zip Active Jacket ,,16.7,4.6,1351,,
Calvin Klein girls 2 Pieces Short Set ,,21.93,5,8,,
ekidsbridal White Floral Rose Petals Flower Girl Dress Birthday Girl Dress Junior Flower Girl Dresses 302s ,,36.09,4.6,2568,,
Nickelodeon Butterbean Café Fairy Friends Toddler Girls T-Shirt Nick Jr ,,11.3,4.6,152,,
Juicy Couture girls 2 Pieces Leggings Set ,,18.36,4.9,88,,
Nautica Girls' Fleece Zip-up Hoodie Sweatshirt ,,24.5,4.4,416,,
The Children's Place Girls' Kids-PJ Sleeve Top and Shorts Pajama Set ,,15.05,4.5,197,,
STAR WARS Girls' Button Front Pajama Set ,,14.49,4.7,84,,
Polly Pocket Girls' Animated Series Heart Shirt Pants Jogger Pajama Set ,,0,5,11,,
"Arctix Kids Jackalope Insulated Winter Jacket, Fuchsia, 2T ",,42.12,5,3,,
The Children's Place Baby and Toddler Girls Denim Shortie Shorts ,,9.98,4.6,82,,
JoJo Siwa Girls' Little Emoji Characters Zip Up Hoodie with Bow on Hood ,,20.96,4.6,339,,
Disney Girls' Minnie Mouse Short Sleeve T-Shirt ,,11.32,4.3,666,,
Nautica Girls' Long Leg Jumpsuit ,,20.75,4.6,47,,
Kanu Surf Girls' Willow V-Neck Bikini Beach Sport 2-Piece Swimsuits ,,18.99,4.7,4055,,
JoJo Siwa Girls' Little Unicorns & Rainbows All Over Print Zip Up Hoodie with Bow ,,24.99,4.7,286,,
Capezio Girls' Brief ,,13,4.6,342,,
Capezio girls Girls' Ultra Shimmery Footed Tights ,,13,4.2,171,,
Kanu Surf Girls' Melanie Beach Sport 2-pc UPF 50+ Banded Tankini Swimsuit ,,14.82,4.5,6018,,
Hatley Girls' Printed Raincoat ,,65,4.6,319,,
The Children's Place Girls' Print Knit Leggings 2-Pack ,,14.86,4.5,296,,
Disney Girls' Minnie Mouse Underwear Multipacks ,,19,4.7,31,,
Speechless Girls' Sleeveless Tiered Party Dress ,,34.99,4.3,11,,
Carter's Girls' 1 Pc Cotton 351g257 ,,20,5,1,,
"Spotted Zebra Girls and Toddlers' Long-Sleeve T-Shirts, Multipacks ",,38.3,0,0,,
Nautica Girls Tankini Swim Suit with 50+ Sun Protection ,,20.98,4.7,660,,
The Children's Place 0 Toddler Girls High Low Top 3-Pack ,,14.78,4.9,15,,
"The Children's Place Baby and Toddler Girls Short Sleeve Fashion Top, TIE DYE/IRIS POP/Heart/AZUREUS-4 Pack, 2T ",,19.29,4.7,4,,
Jefferies Socks Girls' Classic Cable Knee High (Pack of 3) ,,14,4.6,418,,
JoJo Siwa Girls' Toddler Hoodie ,,31.14,4.7,136,,
"Columbia Kids' Toddler Benton Springs Ii Printed Fleece Jacket, Nocturnal Scrap Floral, 4T ",,27.99,5,2,,
Moon and Back by Hanna Andersson Girls' 2-Piece Rashguard Set ,,15.78,4.6,13,,
The Children's Place girls Super Skinny Jeans ,,11.99,4.5,17,,
French Toast Girls' Stretch Kick Short ,,7.83,4.7,41,,
OshKosh B'Gosh Girls' Fleece Jogger Pants ,,10.11,4.6,942,,
Nautica Girls' Short Sleeve Blouse ,,14.77,4.4,220,,
French Toast Girls Adjustable Waist Two-Tab Pleated-Front Scooter ,,9.99,4.5,2,,
Helly-Hansen Kids' Champ Pile Jacket ,,80,5,3,,
Charles River Toddler New Englander Rain Jacket ,,37.05,4.7,360,,
vineyard vines Girls' Cowl Neck Dress ,,47.9,0,0,,
Amazon Essentials Girls' Flat Front Uniform Chino Pant ,,13.5,4.4,364,,
The Children's Place Girls' Ruffle Ponte Knit Pull on Jeggings ,,13.6,4.8,24,,
"The Children's Place girls Short Sleeve Ruffle Pique School Uniform Polo Shirt, Tidal, X-Small US ",,9.98,4.7,56,,
Splendid Baby Girls Sugar Plum Sherpa Jacket ,,52.45,0,0,,
OshKosh B'Gosh Girls' Denim Dress ,,26,0,0,,
The Children's Place 3 Pack Baby Toddler Girls Fashion Knit Legging Multipacks ,,11.65,4.6,28,,
French Toast girls Short Sleeve Puff Sleeve Polo ,,11.79,4.7,213,,
DL1961 Girls' Harper Toddler Boyfriend Straight ,,22.22,5,4,,
Carhartt Girls' Redwood Jacket Sherpa Lined ,,60.99,4.9,2191,,
Calvin Klein girls 2 Pieces Shirt Pant Set ,,18.78,5,7,,
LONDON FOG Girls' Rainslickers Rain Jacket ,,25.1,5,6,,
Cotton Willy Girls V-Neck Short Sleeve Tee ,,19,4.7,411,,
French Toast Girls' Cardigan Blouse 2 Fer ,,14.95,4.3,292,,
Speedo Girls' Swimsuit One Piece Thick Strap Racer Back Printed ,,26,4.7,894,,
Nautica Girls' Long Sleeve Dress ,,22.5,4.6,744,,
DKNY girls 3 Pcs. Set ,,40.24,5,9,,
Lucky Brand Girls' Pajama Set ,,15.47,4.3,27,,
Disney Girls' Big Descendants 7 Pack Hipster ,,11.61,4.7,144,,
Splendid Girls' Little Marble Ruffle Hoodie Jacket ,,54,0,0,,
Hatley Girls' Organic Cotton Short Pj Set ,,36.99,4.7,37,,
Juicy Couture girls 2 Pieces Leggings Set ,,17.28,4.7,17,,
Gerber Girls' Toddler 3-Pack Premium Leggings ,,18.73,0,0,,
"The Children's Place girls Short Sleeve Polo Dress, Ruby, 5T US ",,11.64,4.7,11,,
Moon and Back by Hanna Andersson Girls' Knit Playdress ,,17.29,4.7,394,,
Hanes Ultimate Girls' 5-Pack Cotton Stretch Bikini Panties ,,11.42,4.6,785,,
Calvin Klein Girls' 2 Piece Sleepwear T-Shirt and Shorts Pajama Set Pj ,,17.63,4.7,1809,,
"Disney Baby Girls Pajamas for Big Princesses Frozen Set, Together Forever 2, 2T ",,15.53,5,2,,
Hatley Girls' Short Sleeve Nightdress ,,19.03,4.6,17,,
"Carhartt Girls' Long-Sleeve Hooded Graphic Sweatshirt, Porcelain Heather, 6X ",,29.99,5,1,,
Kids Headquarters girls 2 Pieces Leggings Set ,,22.92,4.6,95,,
Nautica Girls' Pull-on Stretch Leggings ,,14.35,4.7,49,,
Mud Pie Girls Chicken Dress ,,31.64,4.6,8,,
DKNY girls 3 Pcs. Set ,,27.96,5,14,,
Hatley Kids' Splash Jacket ,,75,0,0,,
Spotted Zebra Girls' Reversible Plush Vest ,,22,4.7,459,,
Jefferies Socks Girls' Six-Pack Seamless Capri Liner Sock ,,14,4.4,473,,
Members Only Girls' Long Sleeve Boyfriend Jacket ,,28.71,4.4,28,,
"trimfit Girls' Nylon Spandex Opaque Tights, 2-Pack ",,8.81,3.5,19,,
Wonder Woman Girls Tank Nightgown with Cape ,,0,4.8,319,,
Juicy Couture girls 2 Pieces Shorts Set ,,15.41,4.7,1163,,
Reebok girls 2-piece Activewear Clothing Set - Performance Top + Leggings/Yoga Pants ,,21.98,4.6,23,,
Books to Bed Girls' Long Sleeve Printed Nightgown ,,24.25,4.8,48,,
Kanu Surf Girls' Peggy UPF 50+ Beach Sport Off Shoulder One Piece Swimsuit ,,15.71,4.7,1357,,
INTIMO LOL Surprise Excited Yet? Raglan Pajama Nightgown (6/6X) ,,0,4.7,32,,
Carter's Baby Girls' Single Legging 236g291 ,,17.74,4.6,52,,
OshKosh B'Gosh Girls' Single Legging 21901418 ,,18,4.3,4,,
OshKosh B'Gosh Girls' Skinny Denim ,,13.99,4.7,631,,
"Amazon Essentials Girls and Tunic, Multipacks ",,15.21,4.6,3800,,
Disney Girls' Big Encanto Family Madrigal & House T-Shirt ,,16.73,4.4,55,,
Hatley Kids' Splash Rain Pants ,,34.22,0,0,,
Calvin Klein girls 2 Pieces Jog Set ,,31.5,4.7,106,,
The Children's Place girls Stretch Denim Legging Jeans ,,14.98,3.8,5,,
"Arctix Kids Jackalope Insulated Winter Jacket, Chainlink Aqua, 2T ",,59.99,0,0,,
Moon and Back by Hanna Andersson Girls' 1-Piece Swimsuit ,,15.97,4.9,19,,
DL1961 girls Nora Short Length Overall Fit Jean ,,20.61,4.5,33,,
The Children's Place 3 Pack Baby and Toddler Girls Dolphin Shorts ,,9.98,4.7,7,,
Kids Headquarters girls 2 Pieces Legging Set ,,13.46,4.8,8,,
DKNY Girls' Long Park Puffer ,,47.56,3.1,4,,
DL1961 Girls Toddler Piper Rolled Cuff Short ,,39.12,4.6,41,,
"Calvin Klein Girls' Modern Cotton Hipster Panty Underwear, 2 Pack ",,14.77,4.4,313,,
Wildkin Boys' Button Down Pajama ,,22.99,4.6,181,,
Kanu Surf Girls' Beach Sport Cut-Out 1-Piece Swimsuit ,,25.24,4.2,306,,
The Children's Place Girls Sleeve Top and Shorts Snug Fit Cotton 2 Piece Pajama Sets ,,12.61,4.8,99,,
OshKosh B'Gosh Girls' Toddler Wbo Tops ,,9.89,4.8,226,,
The Children's Place Single Girls Denim Pull on Shorts ,,9.95,4.7,712,,
Karen Neuburger Girls' Little Family Matching Christmas Holiday Pajama Sets Pj ,,40.75,3.2,8,,
Kanu Surf Girls' Addie UPF 50+ Beach Sport Racer Bikini 2-Piece Swimsuit ,,11.21,4.4,889,,
Nella the Princess Knight Girls' Toddler Short Sleeve T-Shirt Bundle 3 Pack Tees ,,34,4.6,2,,
Kanu Surf Girls' Alania Flounce Bikini Beach Sport 2 Piece Swimsuit ,,18.18,4.6,7122,,
Classroom School Uniforms Kids' Toddler Preschool Unisex Long Sleeve Pique Polo ,,12.11,4.6,121,,
Lucky Brand Girls' 2-Piece Loose-fit Pajamas Set ,,13.44,4.7,21,,
The Children's Place Girls' Toddler Uniform Long Sleeve Ruffle Pique Polo ,,9.24,4.5,7,,
DL1961 Girls Toddler Chloe Skinny Fit Jean ,,55,4.5,122,,
Reebok Girls' 3-Piece Activewear Clothing Set-Two Performance Tops + Leggings/Yoga Pants ,,22.86,4.6,28,,
Angie Little Big Girls Shift Dress ,,20.72,5,4,,
Steve Madden Girls' Bubble Jacket (More Styles Available) ,,31.86,4.6,251,,
"Columbia Kids' Toddler Benton Springs Ii Printed Fleece Jacket, Nocturnal Scrap Floral, 3T ",,27.99,5,1,,
Timberland girls 2 Pieces Pant Set ,,26.66,0,0,,
vineyard vines Girls' White Jeans ,,59.5,0,0,,
Spotted Zebra Girls' French Terry Leggings ,,17.7,4.4,1514,,
"Amazon Essentials Girls and Toddlers' Stretch Active Short, Multipacks ",,18.4,4.6,1577,,
Carter's Girls' Knit Tee 273g633 ,,17.81,4.7,7,,
"Calvin Klein Girls' Short Sleeve T-Shirt Dress, Pullover Style with Crew-Neck Neckline, Logo Detailing ",,11.03,4.7,473,,
OshKosh B'Gosh Girls' Pretty Cool Parka Jacket ,,33.15,4.9,26,,
"Calvin Klein Girls' Short Length Hooded Puffer Jacket With Fleece Lining, Soft Pink Ombre, 5 ",,38.86,5,4,,
Speechless Girls' Long Sleeve Tiered Dress ,,22.39,5,3,,
Lacoste Girls Polo Dress ,,45.5,4.7,54,,
Gymboree Girls and Toddler Embroidered Sleeveless Corduroy Romper ,,13.48,5,5,,
Billabong Girls' Choose Love Sweatshirt (Little Big Kids) ,,23.97,0,0,,
"Spotted Zebra Disney | Marvel | Star Wars | Frozen | Princess Girls and Toddlers' Knit Sleeveless Rompers, Pack of 2 ",,26,4.7,406,,
French Toast Girls' V-Neck Pleated Jumper ,,14.99,4.8,13,,
The Children's Place Girls' Toddler Cartwheel Shorts ,,7.64,4.8,379,,
CrunchyCucumber Glitters Sequined Bodice Double Layer Tulle Rhinestones Sash ,,50.95,4.7,512,,
Jacques Moret girls Dance Basic Tank Biketard ,,12.48,4.3,219,,
Jessica Simpson Girls' Dress Coat Jacket with Cozy Collar ,,38.63,4.2,52,,
Roxy Girls' Whole Hearted Long Sleeve Rashguard Surf Shirt ,,27.99,4.5,486,,
Carhartt Girls' Knit Long Sleeve Henleyneck T-Shirt ,,13.99,4.8,86,,
The Children's Place Girls Denim Shortie Shorts ,,17.29,4.7,66,,
Hatley Girls' Leggings ,,29,0,0,,
Juicy Couture girls 2 Pieces Leggings Set ,,22.9,4.5,21,,
Calvin Klein Girls' Skinny Fit Stretch Denim Pull-on Jegging ,,23.53,4,13,,
"Arctix Kids Slalom Insulated Winter Jacket, Arrowhead Vintage Red/Black, 2T ",,35.62,5,1,,
Hatley Girls' Sweatpants ,,16.56,5,1,,
Capezio Girls' Classic Double Layer Skirt Tank Dress ,,24.74,4.6,91,,
Kanu Surf Girls' Keri UPF 50+ Rashguard ,,15.65,4.6,2691,,
Disney Frozen 2 Swimsuit for Girls ,,30,4.2,58,,
"Nautica Girls' School Uniform Short Sleeve Polo Shirt, Button Closure, Moisture Wicking Performance Material, Fade Resistant ",,10.79,4.4,609,,
"Nautica Girls' School Uniform Bermuda Shorts, Pull on Fit & Stretchy Material, Faux Button & Functional Pockets ",,15.87,4.5,988,,
"Spotted Zebra Girls and Toddlers' Knit Short-Sleeve Rompers, Pack of 2 ",,22.8,4.7,963,,
The Children's Place 3 Pack Baby and Toddler Girls Sleeveless Fashion Tank Top ,,12.98,4.7,75,,
"Disney Girls' Encanto Mirabel, Isabela, Luisa Shine Bright T-Shirt ",,10.51,5,1,,
Carter's Baby Girls' 2 Pc Playwear Sets 239g233 ,,28,4.8,10,,
Carter's girls 2 Pc Playwear Sets 259g218 ,,28,5,4,,
Classroom School Uniforms Kids' Pull on Shorts ,,13.88,4.5,185,,
OshKosh B'Gosh Baby Girls' 4 in 1 Heavyweight Systems Jacket ,,43.54,4.7,39,,
"Amazon Essentials Girls and Active Performance Short-Sleeve T-Shirts, Pack of 2 ",,15.56,4.7,481,,
Nautica Juniors Uniform Skinny Stretch Sateen Pant ,,16,4.1,154,,
"Arctix Kids Frost Insulated Winter Jacket, White, 3T ",,59.99,3.8,3,,
Hatley Girls' Organic Cotton One Piece Pajama ,,32.27,0,0,,
The Children's Place Girls Sleeve Top and Shorts Snug Fit 100% Cotton 2 Piece Pajama Sets ,,11.64,4.8,442,,
Calvin Klein girls 2 Pieces Short Set ,,26.03,4,7,,
"Carter's Girls' Heavyweight 2-Piece Skisuit Snowsuit, Dark Grey Hearts, 4 ",,53.99,3,1,,
Carhartt Girls' Knit Long Sleeve Henleyneck T-Shirt ,,15.99,0,0,,
OshKosh B'Gosh Girls' Full Length Leggings ,,8.99,4.6,1909,,
DKNY Girls' 3 Pcs. Set ,,31.85,0,0,,
Nautica Girls' Pull-on Stretch Twill Shorts ,,8.09,4.6,175,,
OshKosh B'Gosh Girls' Flip Sequin Pullover ,,15.73,4.4,165,,
Paw Patrol Girls' Toddler Short Sleeve T-Shirt ,,9.08,4.5,92,,
Capezio Girls' Double Layer Pull on Skirt ,,22.5,3.9,35,,
"Columbia Kids' Toddler Benton Springs Ii Printed Fleece Jacket, Empress Wolfscape, 2T ",,27.99,5,3,,
Lacoste Girls' Short Sleeve Semi Fancy Pleated Polo Dress ,,60.15,4.7,5,,
Capezio Girls' Classic Boy Short ,,16.1,4.6,505,,
WARNER BROS Girls' Harry Potter 2-Piece Pajama Set ,,14.57,0,0,,
"Columbia Toddler Girls Fire Side Sherpa Full Zip, Spring Blue, 2T ",,60,0,0,,
Disney Elsa Nightshirt – Frozen 2 ,,20.19,4.9,30,,
Hatley Girls' A-line Coat ,,61.66,4.7,201,,
Nautica Girls' One-Piece Swimsuit with UPF 50+ Sun Protection ,,20.98,4.8,754,,
"Disney, Big Princesses Little Mermaid Title Girls Short Sleeve Tee Shirt ",,9.06,0,0,,
Gerber Girls' Toddler Long Sleeve One Piece Rashguard Swimsuit ,,20.98,4.7,26,,
"The Children's Place girls Short Sleeve Pique School Uniform Polo Shirt, Tidal Single, X-Small US ",,9.71,5,34,,
The Children's Place Girls Twill Pull on Shorts ,,13.58,4.6,176,,
Lacoste Girls' Short Sleeve Fun Letters Graphic T-Shirt Dress ,,44.78,0,0,,
The Children's Place Baby and Toddler Girls Short Sleeve Fashion Top ,,17.26,4.7,23,,
Calvin Klein girls 2 Pieces Short Set ,,23.61,5,2,,
The Children's Place 2 Pack Girls Denim Skimmer Shorts ,,20.5,4.7,113,,
Calvin Klein girls 2 Pieces Short Set ,,26.99,4.4,12,,
Marvel Little Big Green Girls Short Sleeve Tee Shirt ,,8.81,3,1,,
Carter's Girls' Leggings ,,11.14,4.6,17,,
"Spotted Zebra Girls and Toddlers' Midi Bike Shorts, Pack of 5 ",,21.26,4.7,1985,,
Shimmer and Shine Girls' Long Sleeve Tee & Pj Pant 2-Piece Pajama Set ,,9.24,4.9,9,,
"Spotted Zebra Disney | Marvel | Star Wars | Frozen | Princess Girls and Toddlers' Cropped Capri Leggings, Pack of 4 ",,25.9,4.4,92,,
Kanu Surf Girls' Tanya UPF 50+ Beach Sport Athletic Bikini Swimsuit ,,8.79,4.6,1462,,
LONDON FOG Girls' Reversible Soft & Sensible Jacket Coat ,,22.29,5,5,,
CLASSROOM Girls' Short Sleeve Peter Pan Blouse ,,9.99,4.5,913,,
Nautica Girls' Pullover Fleece Hoodie Sweatshirt ,,24.49,4.6,802,,
Cheekie Peach Toddler Girls Ruffle Sleeve and Leggings Set ,,39.1,4.2,10,,
"Arctix Kids Jackalope Insulated Winter Jacket, Leopard White, 5T ",,49.99,5,2,,
"French Toast girls Long Sleeve Crewneck Tee T Shirt, Red, 4 US ",,8.34,4.6,21,,
"French Toast girls Short Sleeve Crewneck T-shirt Tee T Shirt, Pink Pizzazz Heather, 6 US ",,8.18,4.6,40,,
Joules Girls' Raincoat ,,37.09,5,1,,
Carter's Little Girls' 4 Piece PJ Set (Toddler/Kid) Floral ,,29.4,5,1,,
Mud Pie Girls' Little Floral and Chambray Embroidered Long Sleeve Casual Dress ,,28.23,4.4,6,,
Under Armour Girls' One Piece Paddlesuit ,,26.97,4.9,12,,
"Spotted Zebra Girls and Toddlers' Knit Jersey Play Shorts, Multipacks ",,16.06,4.6,551,,
"Maidenform Girls' Bikini Cotton Panties, 9 Pack ",,15.99,4.7,370,,
The Children's Place girls The Children's Place Girls Denim Overalls ,,23.23,4.7,31,,
Lacoste Girls Little Classic Pique Dress with Pocket ,,53.52,4.4,22,,
"Splendid Baby Girls Puffed Sleeve, Tunic Set ",,41.81,0,0,,
"Disney Girls' Minnie Mouse 2-Piece Snug Fit Short Sleeve Shorts Cotton Pajama Sets, 3T ",,8.72,4.5,9,,
"Disney X Pippa & Julie Girls' Disney x Frozen Elisa Tutu Dress, Lavender, 2T ",,24.76,0,0,,
The Elf on the Shelf Girls' Nightgown ,,16.98,3.4,4,,
Carter's Toddler Girls Pink & Red Christmas Print Fleece Nightgown & Doll Gown ,,29.49,4.7,14,,
Capezio Girls' Ruffle Yoke Tutu Dress ,,43,4.2,26,,
"DKNY Girls' 2 pcs. Set, Dark HTR Grey, 4T ",,25.38,4,1,,
Nautica Girls' School Uniform Sensory-Friendly Soft Pull-on Short ,,17.43,4.7,96,,
The Children's Place Girls' Slim Printed Denim Skimmer Shorts ,,8.41,4.1,15,,
Speedo Girl's Uv Swim Shirt Long Sleeve Rashguard Set ,,35.18,4.5,59,,
Juicy Couture girls 2 Pieces Skort Set ,,26.21,5,2,,
Widgeon Toddler/Kid Quilted Nylon Peplum Jacket ,,61.9,4.8,29,,
"STAR WARS Girls’ Big 2-Piece Snug-Fit Cotton Pajamas, Mighty Grogu, 6 ",,12.08,5,1,,
Juicy Couture girls 2 Pieces Leggings Set ,,22.92,4.4,16,,
LONDON FOG Girls' Heavyweight Expedition Jacket ,,39.55,4.6,151,,
Emojination Emoji Girls Panty Multipacks ,,14.99,4.6,250,,
Bubble Guppies Girls' Toddler Short Sleeve T-Shirt Bundle 3 Pack Tees ,,12.94,4.6,26,,
Mud Pie girls Mud Pie Floral Tunic & Capri Set ,,33.25,5,7,,
"Spotted Zebra Girls and Toddlers' Short-Sleeve Flutter T-Shirts, Pack of 3 ",,18.5,4.7,1171,,
"Spotted Zebra Disney | Marvel | Star Wars | Frozen | Princess Girls and Toddlers' Knit Ruffle Scooter Skirts, Pack of 2 ",,20.26,4.6,731,,
Carhartt Girls' Knit Long Rugged Flex Legging ,,9.67,4.6,7,,
Jefferies Socks Girls' Pima Ruffle Footless Tight ,,13.05,4.6,264,,
French Toast Girls' Adaptive Straight Pants with Hook and Loop Closure and Pull-Apart Leg Openings ,,15.17,4.1,9,,
Mud Pie Girls Rainbow Pajama Set ,,21.5,5,9,,
L.O.L. Surprise! Girls BFFs Short Sleeve T-Shirt - Girls 4-16 ,,11.86,4.4,4,,
Nike girls Classic ,,26.99,4.5,68,,
Nautica Girls' Short Sleeve Graphic T-Shirt Dress ,,18.5,4.5,19,,
Disney Girls' Little Minnie Mouse Pajama Set ,,12.99,4.8,137,,
Arctix Kids Super Nova Reversible Insulated Lightweight and Warm Jacket ,,15.46,4.4,245,,
"French Toast Girls' Stretch Kick Short, Black, 4T ",,9,4.3,103,,
Nickelodeon Girls' Santiago of The Seas Lorelai Mermaid T-Shirt ,,10.31,4.4,9,,
Moon and Back by Hanna Andersson Girls' Toddler Kids One Piece Footed Pajama ,,21.39,4.6,73,,
Columbia Kids & Baby Double Flake Set ,,115.52,4.2,17,,
Columbia Kids' Glennaker Springs Jacket ,,21.91,4.4,17,,
"Kanu Surf Girls Swimming Bottom UPF 50+""Boy"" Short ",,10.74,4.2,2340,,
Maaji Girls' Standard Beachwear ,,45.61,5,2,,
Gymboree girls Sleeveless Dressy Dresses ,,39.12,0,0,,
Shimmer and Shine Girls' Long Sleeve Tee & Pj Pant 4-Piece Pajama Set ,,15.85,4,10,,
Hasbro Little Pony Shine Like a Star Girl's Flutter Sleeve Tee ,,16.22,0,0,,
Calvin Klein Girls' Coat ,,36.3,5,1,,
Carter's Girls' Woven Pant 278g293 ,,19.95,0,0,,
Carter's girls Child ,,20,4.6,135,,
"The Children's Place girls Short Sleeve Pique School Uniform Polo Shirt, Daybreak Single, X-Small US ",,9.71,3.6,11,,
Star Wars 2-Piece Snug-Fit Cotton PJ Sets - Boba Fett | Grogu | R2D2 | Princess Leia | The Child and Mandalorian ,,11.4,4.3,18,,
The Children's Place girls Super Skinny Jeans ,,11.99,4.4,20,,
Carter's Little Girl's Lace Pant(Toddler/Kid) - Pink - 2T ,,14.96,5,1,,
Joules Girls' Long Sleeve Dress ,,25.74,5,2,,
Crayola Girls' Short Sleeve Graphic Crewneck T-Shirt Tee ,,18.66,4.8,37,,
Amazon Essentials Star Wars Family Matching Pajama Sleep Sets ,,11.8,4.6,3360,,
Carter's Big Girls Footed Microfleece PJ's Sleeper Pajamas ,,32.9,4.8,674,,
Angie Little Big Girls Embroidered Square Neck Dress ,,25.77,4.2,15,,
Nautica Girls' Short Sleeve Stripe Fashion Dress ,,16.26,4.7,2197,,
Over the Moon Girls Underwear Multipack ,,8.1,4.7,178,,
"Under Armour Girls' Short Sleeve Shirt, Crewneck, Lightweight and Breathable ",,7.06,4.7,49,,
"Nickelodeon Blue's Clues & You Character Toddler Girl Short Sleeve Tee-Blue, Josh, Magenta ",,21.89,4.8,43,,
L.O.L. Surprise! Girls' Pajama Set ,,17.63,4.8,286,,
Mud Pie Girls Blue Hydrangea Pajama Set ,,20.9,4.7,8,,
